time,xy
2019/3/1 12:54,"[3,2,1],[4,2,3],[5,2,2],[6,2,4],[4,3,1],[7,3,4],[8,3,1],[9,3,1],[5,4,1],[6,4,1],[7,4,4],[8,4,10],[9,4,23],[10,4,16],[11,4,4],[3,5,1],[4,5,1],[5,5,10],[6,5,12],[7,5,3],[8,5,11],[9,5,32],[10,5,18],[11,5,8],[4,6,3],[5,6,4],[6,6,1],[7,6,6],[8,6,14],[9,6,19],[5,7,3],[6,7,1],[7,7,7],[8,7,12],[9,7,14],[4,8,2],[5,8,9],[6,8,14],[7,8,9],[8,8,8],[9,8,12],[4,9,1],[6,9,14],[7,9,7],[8,9,7],[9,9,7],[6,10,13],[7,10,6],[8,10,9],[9,10,4],[6,11,13],[7,11,3],[8,11,6],[9,11,6],[6,12,13],[7,12,7],[8,12,4],[9,12,3],[10,12,1],[0,13,1],[1,13,1],[2,13,1],[3,13,4],[4,13,6],[5,13,2],[6,13,18],[7,13,7],[9,13,2],[10,13,5],[0,14,1],[2,14,4],[3,14,10],[4,14,16],[5,14,30],[6,14,27],[7,14,3],[8,14,2],[9,14,2],[10,14,8],[11,14,11],[0,15,7],[1,15,7],[2,15,7],[3,15,5],[4,15,9],[5,15,2],"
2019/3/1 12:55,"[10,1,2],[11,1,2],[4,2,1],[5,2,3],[6,2,3],[10,2,2],[7,3,2],[8,3,1],[10,3,2],[3,4,1],[4,4,2],[5,4,1],[6,4,1],[7,4,5],[8,4,6],[9,4,22],[10,4,12],[11,4,6],[5,5,5],[6,5,5],[7,5,2],[8,5,8],[9,5,28],[10,5,13],[11,5,4],[4,6,1],[7,6,4],[8,6,10],[9,6,11],[3,7,1],[7,7,9],[8,7,7],[9,7,12],[10,7,2],[11,7,1],[3,8,1],[4,8,2],[5,8,9],[6,8,8],[7,8,6],[8,8,6],[9,8,12],[6,9,6],[7,9,11],[8,9,4],[9,9,8],[6,10,8],[7,10,10],[8,10,7],[9,10,5],[6,11,13],[7,11,8],[8,11,9],[9,11,6],[6,12,17],[7,12,5],[8,12,5],[9,12,7],[10,12,2],[1,13,2],[2,13,3],[3,13,4],[4,13,6],[5,13,1],[6,13,20],[7,13,7],[8,13,1],[9,13,3],[10,13,6],[11,13,1],[0,14,2],[1,14,4],[2,14,7],[3,14,10],[4,14,14],[5,14,31],[6,14,29],[7,14,2],[8,14,1],[9,14,1],[10,14,13],[11,14,9],[1,15,2],[2,15,4],[3,15,5],[4,15,5],[5,15,1],"
2019/3/1 12:56,"[10,1,2],[11,1,2],[4,2,1],[5,2,1],[6,2,3],[9,2,1],[10,2,2],[4,3,1],[7,3,3],[9,3,1],[10,3,1],[4,4,1],[6,4,1],[7,4,1],[8,4,6],[9,4,16],[10,4,11],[5,5,1],[6,5,1],[7,5,2],[8,5,8],[9,5,24],[10,5,14],[11,5,2],[5,6,1],[7,6,7],[8,6,9],[9,6,15],[2,7,1],[3,7,3],[5,7,1],[6,7,1],[7,7,4],[8,7,6],[9,7,14],[4,8,3],[5,8,6],[6,8,9],[7,8,8],[8,8,3],[9,8,12],[6,9,12],[7,9,7],[8,9,6],[9,9,11],[6,10,12],[7,10,8],[8,10,9],[9,10,8],[6,11,16],[7,11,6],[8,11,5],[9,11,6],[6,12,18],[7,12,2],[8,12,4],[9,12,6],[10,12,2],[0,13,2],[1,13,4],[2,13,6],[3,13,4],[4,13,1],[5,13,3],[6,13,20],[7,13,3],[8,13,1],[9,13,5],[10,13,5],[0,14,4],[1,14,8],[2,14,6],[3,14,10],[4,14,13],[5,14,20],[6,14,21],[7,14,3],[8,14,1],[9,14,1],[10,14,10],[11,14,12],[0,15,2],[1,15,3],[2,15,4],[3,15,6],[4,15,6],[5,15,3],"
2019/3/1 12:57,"[10,1,2],[11,1,2],[4,2,1],[5,2,2],[6,2,2],[9,2,1],[7,3,3],[8,3,1],[9,3,1],[4,4,1],[7,4,1],[8,4,5],[9,4,8],[10,4,8],[11,4,1],[4,5,1],[5,5,3],[6,5,2],[8,5,3],[9,5,16],[10,5,10],[11,5,2],[4,6,1],[5,6,1],[7,6,2],[8,6,8],[9,6,9],[3,7,1],[4,7,1],[7,7,7],[8,7,5],[9,7,12],[3,8,2],[4,8,5],[5,8,6],[6,8,6],[7,8,7],[8,8,4],[9,8,10],[4,9,1],[5,9,1],[6,9,6],[7,9,10],[8,9,5],[9,9,8],[6,10,8],[7,10,7],[8,10,7],[9,10,5],[6,11,8],[7,11,6],[8,11,6],[9,11,7],[6,12,12],[7,12,3],[8,12,5],[9,12,4],[10,12,2],[0,13,1],[1,13,1],[2,13,2],[4,13,6],[5,13,2],[6,13,12],[7,13,6],[8,13,2],[9,13,3],[10,13,4],[0,14,1],[1,14,2],[2,14,3],[3,14,12],[4,14,10],[5,14,26],[6,14,28],[7,14,5],[8,14,3],[9,14,4],[10,14,11],[11,14,11],[0,15,7],[1,15,3],[2,15,3],[3,15,2],[4,15,5],[5,15,2],"
2019/3/1 12:58,"[10,2,1],[9,3,1],[10,3,1],[7,4,1],[8,4,1],[9,4,11],[10,4,4],[11,4,2],[4,5,1],[5,5,2],[6,5,2],[7,5,1],[8,5,5],[9,5,21],[10,5,9],[11,5,3],[3,6,1],[5,6,1],[7,6,1],[8,6,12],[9,6,3],[5,7,1],[6,7,1],[7,7,4],[8,7,7],[9,7,3],[4,8,1],[5,8,4],[6,8,5],[7,8,3],[8,8,5],[9,8,4],[6,9,2],[7,9,5],[8,9,5],[9,9,5],[6,10,3],[7,10,4],[8,10,3],[9,10,4],[6,11,6],[7,11,3],[8,11,4],[9,11,5],[6,12,6],[7,12,2],[8,12,5],[9,12,4],[10,12,3],[0,13,1],[1,13,1],[2,13,2],[3,13,5],[4,13,2],[5,13,4],[6,13,11],[7,13,3],[9,13,3],[10,13,3],[1,14,5],[2,14,8],[3,14,8],[4,14,10],[5,14,19],[6,14,16],[7,14,4],[8,14,6],[9,14,7],[10,14,12],[11,14,11],[1,15,2],[2,15,4],[3,15,5],[4,15,5],"
2019/3/1 12:59,"[10,1,1],[11,1,1],[6,2,1],[4,3,1],[5,3,1],[7,3,1],[3,4,1],[5,4,1],[7,4,2],[8,4,3],[9,4,4],[10,4,3],[11,4,1],[4,5,2],[5,5,2],[6,5,2],[8,5,1],[9,5,11],[10,5,5],[11,5,3],[4,6,1],[5,6,2],[6,6,4],[7,6,2],[8,6,4],[9,6,9],[10,6,1],[3,7,1],[5,7,1],[6,7,2],[7,7,3],[8,7,3],[9,7,7],[10,7,2],[4,8,1],[5,8,3],[6,8,6],[7,8,3],[8,8,2],[9,8,6],[4,9,1],[6,9,8],[7,9,4],[8,9,3],[9,9,5],[6,10,8],[7,10,5],[8,10,4],[9,10,5],[6,11,7],[7,11,4],[8,11,5],[9,11,3],[6,12,10],[7,12,4],[8,12,3],[9,12,1],[10,12,1],[0,13,1],[1,13,2],[2,13,2],[3,13,4],[4,13,2],[5,13,2],[6,13,9],[7,13,6],[8,13,1],[9,13,2],[10,13,1],[0,14,2],[1,14,2],[2,14,1],[3,14,2],[4,14,6],[5,14,15],[6,14,14],[7,14,4],[8,14,3],[9,14,4],[10,14,7],[11,14,8],[0,15,1],[1,15,1],[2,15,8],[3,15,6],[4,15,5],[5,15,3],"
2019/3/1 13:00,"[3,3,1],[4,3,1],[5,3,2],[5,4,1],[8,4,1],[9,4,8],[10,4,3],[8,5,5],[9,5,8],[10,5,3],[11,5,2],[7,6,1],[8,6,8],[9,6,4],[11,6,1],[5,7,3],[7,7,4],[8,7,5],[9,7,6],[10,7,1],[5,8,5],[6,8,7],[7,8,4],[8,8,1],[9,8,4],[6,9,8],[7,9,4],[8,9,1],[9,9,4],[6,10,6],[7,10,2],[8,10,2],[9,10,4],[6,11,3],[7,11,6],[8,11,3],[9,11,7],[6,12,3],[7,12,4],[8,12,4],[9,12,3],[10,12,3],[0,13,1],[1,13,3],[2,13,3],[4,13,4],[6,13,9],[7,13,2],[8,13,2],[9,13,4],[10,13,4],[1,14,1],[2,14,4],[3,14,7],[4,14,8],[5,14,16],[6,14,17],[7,14,3],[8,14,4],[9,14,5],[10,14,12],[11,14,11],[0,15,3],[1,15,5],[3,15,3],[4,15,3],[5,15,3],"
2019/3/1 13:01,"[4,2,1],[5,2,3],[6,2,2],[7,3,2],[7,4,1],[8,4,3],[9,4,5],[10,4,6],[11,4,2],[5,5,1],[6,5,1],[8,5,1],[9,5,11],[10,5,5],[11,5,1],[8,6,6],[9,6,9],[10,6,1],[6,7,2],[7,7,1],[8,7,7],[9,7,6],[10,7,1],[6,8,2],[7,8,4],[8,8,3],[9,8,5],[6,9,4],[7,9,6],[8,9,2],[9,9,4],[6,10,5],[7,10,6],[9,10,4],[6,11,6],[7,11,3],[8,11,2],[9,11,4],[6,12,8],[7,12,2],[9,12,2],[1,13,2],[2,13,3],[3,13,5],[6,13,8],[9,13,3],[10,13,1],[0,14,1],[1,14,3],[2,14,5],[3,14,5],[4,14,8],[5,14,14],[6,14,13],[7,14,4],[8,14,3],[9,14,3],[10,14,7],[11,14,7],[2,15,2],[3,15,2],[4,15,4],[5,15,1],"
2019/3/1 13:02,"[6,2,1],[7,3,1],[8,4,3],[9,4,8],[10,4,3],[8,5,5],[9,5,10],[10,5,4],[7,6,1],[8,6,7],[9,6,6],[7,7,2],[8,7,5],[9,7,5],[6,8,1],[7,8,5],[8,8,3],[9,8,6],[6,9,4],[7,9,2],[8,9,2],[9,9,5],[6,10,6],[7,10,2],[8,10,1],[9,10,4],[6,11,8],[8,11,3],[9,11,2],[6,12,6],[7,12,2],[8,12,3],[9,12,2],[0,13,1],[2,13,2],[3,13,2],[4,13,2],[5,13,3],[6,13,8],[7,13,3],[9,13,2],[0,14,1],[1,14,3],[2,14,1],[3,14,4],[4,14,4],[5,14,10],[6,14,13],[7,14,4],[8,14,3],[9,14,4],[10,14,6],[11,14,7],[1,15,2],[2,15,1],[3,15,2],[4,15,2],[5,15,1],"
2019/3/1 13:03,"[8,5,1],[9,5,5],[10,5,3],[11,5,1],[7,6,2],[8,6,2],[9,6,5],[7,7,2],[8,7,2],[9,7,5],[10,7,1],[5,8,2],[6,8,2],[7,8,1],[8,8,4],[9,8,3],[4,9,1],[6,9,2],[7,9,3],[8,9,5],[9,9,3],[6,10,3],[7,10,2],[8,10,5],[9,10,2],[6,11,6],[7,11,3],[8,11,5],[6,12,8],[7,12,4],[8,12,2],[9,12,1],[0,13,1],[1,13,2],[2,13,3],[3,13,2],[4,13,3],[6,13,9],[7,13,3],[9,13,2],[1,14,1],[2,14,1],[3,14,3],[4,14,7],[5,14,17],[6,14,15],[7,14,5],[8,14,5],[9,14,5],[10,14,7],[11,14,6],[1,15,2],[2,15,2],[3,15,3],[4,15,2],[5,15,1],"
2019/3/1 13:04,"[9,4,2],[8,5,2],[9,5,3],[10,5,1],[11,5,1],[8,6,2],[9,6,1],[8,7,4],[9,7,2],[7,8,2],[8,8,3],[7,9,3],[8,9,1],[7,10,3],[7,11,3],[6,12,3],[0,13,1],[2,13,2],[4,13,4],[6,13,4],[7,13,2],[1,14,2],[2,14,5],[3,14,9],[4,14,8],[5,14,13],[6,14,11],[7,14,4],[8,14,4],[9,14,4],[10,14,4],[11,14,5],[3,15,1],[4,15,4],[5,15,1],"
2019/3/1 13:05,"[9,4,3],[10,4,2],[11,4,1],[8,5,2],[9,5,2],[7,6,1],[8,6,1],[9,6,3],[7,7,1],[8,7,1],[9,7,1],[8,8,2],[9,8,1],[6,9,1],[7,9,1],[8,9,2],[9,9,1],[6,10,2],[8,10,1],[9,10,2],[6,11,2],[9,11,1],[6,12,2],[7,12,1],[8,12,1],[0,13,1],[1,13,1],[2,13,1],[3,13,2],[4,13,1],[5,13,1],[6,13,3],[7,13,2],[1,14,2],[2,14,5],[3,14,4],[4,14,3],[5,14,9],[6,14,10],[7,14,6],[8,14,6],[9,14,5],[10,14,6],[11,14,7],[1,15,2],[2,15,2],[4,15,1],[5,15,1],"
2019/3/1 13:06,"[9,4,2],[10,4,2],[9,5,3],[10,5,1],[8,6,2],[9,6,2],[7,7,1],[8,7,1],[9,7,2],[7,8,2],[8,8,1],[9,8,3],[7,9,2],[8,9,1],[9,9,3],[6,10,1],[7,10,1],[9,10,4],[6,11,1],[7,11,2],[8,11,2],[9,11,3],[6,12,3],[7,12,1],[8,12,2],[10,12,2],[1,13,1],[2,13,1],[3,13,1],[4,13,2],[6,13,4],[7,13,3],[9,13,1],[10,13,2],[1,14,2],[2,14,1],[3,14,2],[4,14,4],[5,14,13],[6,14,11],[7,14,7],[8,14,7],[9,14,7],[10,14,10],[11,14,9],[3,15,3],[4,15,4],[5,15,2],"
2019/3/1 13:07,"[8,4,1],[9,4,2],[10,4,1],[8,5,1],[9,5,6],[10,5,4],[11,5,2],[6,6,1],[7,6,1],[8,6,1],[9,6,5],[6,7,1],[8,7,2],[9,7,6],[10,7,1],[6,8,1],[8,8,2],[9,8,2],[6,9,1],[7,9,3],[9,9,2],[6,10,3],[7,10,1],[9,10,2],[6,11,2],[7,11,1],[9,11,3],[6,12,1],[7,12,3],[8,12,1],[9,12,1],[10,12,1],[1,13,1],[3,13,2],[4,13,3],[5,13,2],[6,13,2],[7,13,3],[8,13,1],[9,13,2],[10,13,1],[2,14,2],[3,14,2],[4,14,3],[5,14,8],[6,14,11],[7,14,6],[8,14,6],[9,14,6],[10,14,8],[11,14,8],[1,15,1],[2,15,3],[4,15,1],[5,15,1],"
2019/3/1 13:08,"[8,5,1],[9,5,7],[10,5,6],[8,6,2],[9,6,4],[8,7,1],[9,7,4],[7,8,1],[8,8,3],[9,8,3],[6,9,1],[9,9,3],[6,10,1],[8,10,1],[9,10,4],[6,11,1],[7,11,1],[8,11,1],[9,11,3],[6,12,1],[7,12,1],[8,12,1],[9,12,2],[10,12,1],[2,13,1],[3,13,2],[4,13,1],[6,13,2],[7,13,1],[9,13,3],[1,14,3],[2,14,1],[3,14,2],[4,14,3],[5,14,6],[6,14,6],[7,14,4],[8,14,3],[9,14,5],[10,14,6],[11,14,7],[0,15,1],[1,15,1],[2,15,2],[3,15,2],[4,15,1],[5,15,2],"
2019/3/1 13:09,"[9,2,1],[9,3,1],[9,4,3],[10,4,2],[8,5,1],[9,5,6],[10,5,3],[11,5,1],[7,6,1],[8,6,4],[9,6,2],[6,7,1],[8,7,2],[9,7,2],[6,8,1],[8,8,1],[9,8,2],[6,9,1],[8,9,2],[9,9,3],[6,10,1],[8,10,1],[8,11,1],[9,11,1],[7,12,1],[10,12,1],[0,13,1],[1,13,2],[2,13,2],[3,13,1],[4,13,2],[6,13,1],[10,13,2],[3,14,4],[4,14,5],[5,14,7],[6,14,5],[7,14,5],[8,14,6],[9,14,6],[10,14,8],[11,14,6],[1,15,3],[2,15,3],[3,15,3],[4,15,3],"
2019/3/1 13:10,"[6,4,1],[9,4,1],[10,4,1],[11,4,1],[9,5,4],[8,6,1],[9,6,3],[7,7,1],[8,7,1],[9,7,3],[7,8,1],[8,8,1],[9,8,2],[6,9,1],[8,9,1],[9,9,3],[6,10,1],[8,10,1],[9,10,3],[6,11,1],[7,11,2],[8,11,1],[9,11,3],[6,12,3],[7,12,2],[8,12,1],[10,12,1],[0,13,1],[1,13,1],[2,13,1],[4,13,3],[6,13,3],[7,13,2],[10,13,1],[1,14,1],[2,14,2],[3,14,3],[4,14,3],[5,14,12],[6,14,14],[7,14,7],[8,14,8],[9,14,9],[10,14,8],[11,14,8],[1,15,2],[2,15,2],[3,15,2],[4,15,4],[5,15,1],"
2019/3/1 13:11,"[9,4,2],[10,4,2],[11,4,1],[6,5,1],[8,5,1],[9,5,6],[10,5,1],[7,6,1],[8,6,2],[9,6,4],[7,7,2],[8,7,3],[9,7,3],[7,8,2],[8,8,2],[9,8,2],[7,9,2],[8,9,1],[9,9,2],[6,10,1],[8,10,2],[9,10,2],[7,11,2],[8,11,1],[9,11,1],[6,12,1],[7,12,2],[8,12,1],[9,12,2],[2,13,1],[3,13,3],[4,13,4],[6,13,4],[7,13,3],[8,13,1],[9,13,1],[10,13,1],[0,14,1],[1,14,1],[2,14,1],[3,14,2],[4,14,4],[5,14,14],[6,14,14],[7,14,9],[8,14,7],[9,14,4],[10,14,8],[11,14,10],[0,15,2],[1,15,1],[2,15,1],[3,15,2],[4,15,2],"
2019/3/1 13:12,"[9,5,4],[10,5,2],[11,5,1],[8,6,1],[9,6,4],[8,7,2],[9,7,5],[7,8,1],[9,8,6],[6,9,1],[7,9,1],[8,9,1],[9,9,5],[6,10,1],[7,10,1],[8,10,1],[9,10,5],[6,11,1],[7,11,2],[9,11,5],[6,12,1],[7,12,1],[8,12,1],[9,12,2],[10,12,2],[0,13,1],[1,13,1],[2,13,2],[3,13,1],[6,13,1],[7,13,2],[9,13,3],[10,13,2],[0,14,1],[1,14,1],[2,14,2],[3,14,4],[4,14,4],[5,14,10],[6,14,8],[7,14,5],[8,14,7],[9,14,9],[10,14,13],[11,14,11],[0,15,1],[1,15,1],[2,15,1],[3,15,2],[4,15,2],"
2019/3/1 13:13,"[9,4,1],[10,4,1],[9,5,1],[10,5,2],[11,5,2],[9,8,1],[7,9,1],[9,9,1],[7,10,1],[9,10,1],[7,11,1],[9,11,2],[7,12,1],[10,12,2],[3,13,2],[4,13,2],[5,13,2],[6,13,1],[7,13,1],[10,13,2],[2,14,2],[3,14,4],[4,14,4],[5,14,6],[6,14,7],[7,14,8],[8,14,6],[9,14,5],[10,14,8],[11,14,9],[2,15,1],[3,15,1],[4,15,1],[5,15,1],"
2019/3/1 13:14,"[9,5,1],[10,5,2],[11,5,1],[9,6,2],[8,7,1],[9,7,2],[7,8,1],[8,8,1],[9,8,1],[9,9,1],[9,10,1],[7,11,1],[8,11,1],[9,11,2],[6,12,1],[7,12,1],[9,12,1],[1,13,1],[2,13,1],[3,13,2],[4,13,1],[6,13,1],[10,13,1],[1,14,2],[2,14,2],[4,14,3],[5,14,6],[6,14,4],[7,14,1],[8,14,1],[9,14,2],[10,14,2],[11,14,4],[0,15,2],[1,15,1],[3,15,1],[5,15,1],"
2019/3/1 13:15,"[9,5,3],[10,5,2],[9,6,3],[7,7,1],[8,7,1],[9,7,3],[7,8,2],[8,8,2],[9,8,2],[6,9,1],[7,9,2],[8,9,1],[9,9,1],[6,10,2],[7,10,1],[8,10,1],[9,10,1],[6,11,3],[7,11,1],[6,12,4],[0,13,1],[1,13,1],[2,13,1],[4,13,1],[6,13,4],[3,14,2],[4,14,2],[5,14,5],[6,14,8],[7,14,5],[8,14,5],[9,14,5],[10,14,6],[11,14,4],[2,15,1],[4,15,1],"
2019/3/1 13:16,"[9,4,2],[10,4,2],[11,4,1],[8,5,1],[9,5,4],[10,5,3],[11,5,2],[7,6,1],[9,6,2],[8,7,2],[9,7,1],[7,8,2],[9,8,1],[6,9,1],[9,9,1],[6,10,1],[8,10,1],[7,11,1],[8,11,1],[6,12,2],[9,12,1],[2,13,2],[3,13,1],[6,13,3],[9,13,1],[10,13,1],[3,14,1],[4,14,4],[5,14,10],[6,14,8],[7,14,4],[8,14,3],[9,14,2],[10,14,4],[11,14,3],[0,15,1],[1,15,1],[3,15,1],[4,15,1],[5,15,1],"
2019/3/1 13:17,"[5,3,1],[5,4,1],[7,4,1],[5,5,1],[7,5,2],[8,5,1],[9,5,2],[10,5,1],[11,5,1],[4,6,1],[5,6,1],[7,6,3],[9,6,3],[3,7,1],[6,7,1],[7,7,2],[9,7,4],[4,8,1],[6,8,1],[7,8,1],[9,8,4],[6,9,2],[7,9,2],[8,9,2],[9,9,2],[6,10,2],[7,10,3],[8,10,1],[9,10,2],[6,11,3],[7,11,1],[8,11,2],[9,11,2],[6,12,4],[9,12,2],[10,12,1],[0,13,1],[1,13,1],[3,13,2],[4,13,2],[6,13,3],[7,13,1],[8,13,1],[9,13,2],[10,13,1],[0,14,1],[1,14,1],[2,14,3],[3,14,5],[4,14,5],[5,14,5],[6,14,6],[7,14,2],[8,14,4],[9,14,5],[10,14,6],[11,14,7],[1,15,2],[2,15,2],[3,15,2],[4,15,1],"
2019/3/1 13:18,"[5,2,1],[7,3,1],[8,4,1],[9,4,6],[10,4,5],[11,4,3],[8,5,2],[9,5,5],[10,5,3],[11,5,1],[7,6,1],[8,6,2],[9,6,4],[7,7,1],[8,7,2],[9,7,3],[7,8,2],[8,8,1],[9,8,4],[6,9,1],[7,9,1],[8,9,1],[9,9,4],[6,10,1],[7,10,1],[9,10,3],[6,11,3],[9,11,2],[6,12,2],[9,12,1],[10,12,1],[1,13,1],[2,13,2],[3,13,2],[4,13,2],[6,13,2],[8,13,1],[9,13,1],[10,13,1],[1,14,2],[2,14,1],[3,14,3],[4,14,4],[5,14,9],[6,14,7],[7,14,6],[8,14,6],[9,14,4],[10,14,6],[11,14,6],[0,15,1],[3,15,1],[5,15,1],"
2019/3/1 13:19,"[9,4,2],[10,4,3],[11,4,2],[8,5,2],[9,5,6],[10,5,2],[7,6,2],[8,6,3],[9,6,5],[8,7,3],[9,7,5],[7,8,1],[8,8,1],[9,8,5],[6,9,1],[8,9,3],[9,9,5],[6,10,1],[8,10,2],[9,10,5],[6,11,1],[7,11,1],[9,11,7],[6,12,1],[7,12,1],[8,12,1],[9,12,2],[10,12,4],[0,13,1],[1,13,1],[2,13,1],[4,13,1],[5,13,1],[6,13,3],[9,13,2],[10,13,4],[11,13,1],[1,14,1],[2,14,4],[3,14,3],[4,14,3],[5,14,10],[6,14,10],[7,14,6],[8,14,6],[9,14,9],[10,14,15],[11,14,12],[3,15,1],[4,15,3],[5,15,1],"
2019/3/1 13:20,"[9,4,1],[8,5,1],[9,5,6],[10,5,4],[11,5,1],[4,6,1],[8,6,1],[9,6,5],[5,7,1],[8,7,1],[9,7,5],[5,8,1],[6,8,1],[8,8,2],[9,8,6],[6,9,2],[7,9,2],[9,9,4],[6,10,2],[7,10,2],[9,10,6],[6,11,2],[7,11,2],[8,11,4],[9,11,3],[6,12,2],[7,12,2],[8,12,2],[9,12,3],[10,12,1],[1,13,1],[2,13,2],[3,13,3],[4,13,2],[6,13,3],[7,13,1],[10,13,5],[3,14,3],[4,14,10],[5,14,12],[6,14,12],[7,14,6],[8,14,6],[9,14,6],[10,14,11],[11,14,14],[2,15,1],[4,15,1],[5,15,1],"
2019/3/1 13:21,"[3,3,1],[3,4,1],[10,4,1],[3,5,1],[8,5,1],[9,5,3],[10,5,4],[11,5,3],[7,6,1],[8,6,2],[9,6,2],[7,7,1],[8,7,3],[7,8,1],[8,8,1],[7,9,1],[9,9,1],[6,10,2],[7,10,1],[9,10,3],[6,11,2],[7,11,2],[8,11,1],[9,11,3],[6,12,3],[7,12,2],[8,12,1],[10,12,2],[0,13,1],[1,13,1],[2,13,1],[3,13,1],[4,13,1],[5,13,1],[6,13,5],[7,13,5],[8,13,4],[9,13,2],[10,13,1],[1,14,1],[3,14,4],[4,14,5],[5,14,12],[6,14,16],[7,14,11],[8,14,9],[9,14,11],[10,14,14],[11,14,15],"
2019/3/1 13:22,"[9,3,1],[9,4,2],[10,4,1],[8,5,1],[9,5,10],[10,5,6],[11,5,1],[8,6,2],[9,6,8],[8,7,1],[9,7,8],[7,8,1],[8,8,1],[9,8,8],[6,9,1],[8,9,3],[9,9,5],[6,10,1],[7,10,1],[8,10,3],[9,10,2],[6,11,2],[7,11,2],[8,11,2],[9,11,2],[6,12,4],[7,12,2],[8,12,1],[9,12,2],[10,12,1],[2,13,2],[3,13,2],[4,13,1],[6,13,3],[7,13,2],[9,13,1],[10,13,2],[1,14,1],[2,14,3],[3,14,5],[4,14,7],[5,14,13],[6,14,10],[7,14,6],[8,14,5],[9,14,4],[10,14,7],[11,14,4],[2,15,1],[3,15,3],[4,15,2],[5,15,2],"
2019/3/1 13:23,"[6,4,1],[9,4,3],[10,4,1],[6,5,1],[8,5,3],[9,5,6],[10,5,4],[11,5,2],[6,6,1],[7,6,1],[8,6,3],[9,6,6],[6,7,2],[8,7,3],[9,7,6],[6,8,2],[8,8,2],[9,8,7],[6,9,2],[7,9,2],[8,9,2],[9,9,7],[6,10,3],[7,10,3],[8,10,2],[9,10,6],[6,11,2],[7,11,6],[8,11,2],[9,11,3],[6,12,5],[7,12,5],[9,12,1],[10,12,1],[2,13,1],[3,13,2],[4,13,1],[6,13,7],[7,13,3],[10,13,1],[0,14,1],[1,14,2],[2,14,1],[3,14,2],[4,14,5],[5,14,10],[6,14,14],[7,14,3],[8,14,2],[9,14,1],[10,14,1],[11,14,2],[4,15,1],"
2019/3/1 13:24,"[9,4,3],[10,4,4],[11,4,1],[8,5,2],[9,5,10],[10,5,6],[11,5,3],[7,6,1],[8,6,3],[9,6,9],[6,7,1],[7,7,1],[8,7,6],[9,7,7],[4,8,1],[5,8,1],[6,8,2],[7,8,3],[8,8,3],[9,8,5],[6,9,4],[8,9,3],[9,9,5],[6,10,2],[7,10,3],[8,10,1],[9,10,2],[6,11,2],[7,11,3],[9,11,2],[6,12,3],[7,12,4],[9,12,1],[10,12,1],[1,13,2],[2,13,1],[3,13,1],[6,13,4],[7,13,2],[8,13,1],[9,13,2],[10,13,2],[0,14,1],[1,14,1],[2,14,2],[3,14,3],[4,14,3],[5,14,6],[6,14,6],[7,14,4],[8,14,2],[9,14,4],[10,14,9],[11,14,8],[3,15,1],[4,15,1],"
2019/3/1 13:25,"[8,4,1],[9,4,4],[10,4,2],[11,4,2],[8,5,1],[9,5,11],[10,5,6],[11,5,3],[8,6,3],[9,6,6],[7,7,1],[8,7,1],[9,7,4],[8,8,1],[9,8,5],[7,9,1],[8,9,2],[9,9,5],[6,10,1],[7,10,1],[8,10,3],[9,10,5],[6,11,1],[7,11,2],[8,11,2],[9,11,5],[6,12,2],[7,12,3],[9,12,3],[10,12,2],[2,13,2],[3,13,1],[4,13,1],[6,13,4],[7,13,4],[9,13,1],[10,13,3],[11,13,1],[1,14,2],[2,14,2],[3,14,6],[4,14,10],[5,14,10],[6,14,11],[7,14,4],[8,14,3],[9,14,3],[10,14,7],[11,14,7],[1,15,1],[2,15,3],[3,15,2],[4,15,1],"
2019/3/1 13:26,"[5,2,1],[6,2,1],[7,3,1],[8,3,2],[3,4,1],[9,4,3],[10,4,2],[11,4,1],[3,5,1],[8,5,1],[9,5,12],[10,5,7],[4,6,1],[8,6,1],[9,6,13],[4,7,1],[7,7,2],[8,7,1],[9,7,11],[6,8,1],[7,8,1],[8,8,2],[9,8,10],[6,9,1],[7,9,2],[8,9,2],[9,9,8],[6,10,2],[7,10,3],[8,10,4],[9,10,7],[6,11,3],[7,11,2],[8,11,2],[9,11,6],[6,12,4],[7,12,3],[9,12,3],[10,12,3],[3,13,1],[5,13,1],[6,13,4],[7,13,3],[9,13,2],[10,13,4],[0,14,1],[1,14,1],[2,14,4],[3,14,3],[4,14,3],[5,14,11],[6,14,17],[7,14,11],[8,14,11],[9,14,11],[10,14,13],[11,14,10],[2,15,2],[3,15,1],[4,15,3],"
2019/3/1 13:27,"[4,3,1],[8,4,1],[9,4,5],[10,4,5],[11,4,2],[7,5,1],[8,5,2],[9,5,10],[10,5,5],[11,5,1],[7,6,1],[8,6,2],[9,6,9],[5,7,1],[6,7,1],[7,7,1],[8,7,6],[9,7,9],[5,8,1],[6,8,3],[8,8,1],[9,8,11],[6,9,3],[7,9,1],[8,9,1],[9,9,10],[6,10,2],[7,10,1],[8,10,2],[9,10,9],[6,11,2],[7,11,4],[8,11,3],[9,11,6],[6,12,5],[7,12,2],[8,12,3],[9,12,2],[10,12,4],[2,13,1],[3,13,2],[4,13,1],[5,13,1],[6,13,5],[9,13,4],[10,13,4],[1,14,1],[2,14,4],[3,14,6],[4,14,12],[5,14,16],[6,14,9],[7,14,3],[8,14,3],[9,14,6],[10,14,13],[11,14,17],[1,15,2],[2,15,3],[3,15,1],[4,15,3],[5,15,1],"
