,sid,time,total,y,x
288768,11406,2019/3/1 12:09,1,6,14.0
288769,11410,2019/3/1 12:09,39,10,14.0
288808,11411,2019/3/1 12:09,38,11,14.0
288846,11412,2019/3/1 12:09,33,12,14.0
288879,11413,2019/3/1 12:09,33,13,14.0
288912,11414,2019/3/1 12:09,34,14,14.0
288946,11415,2019/3/1 12:09,35,15,14.0
288981,11416,2019/3/1 12:09,27,16,14.0
289008,11417,2019/3/1 12:09,18,17,14.0
289026,11418,2019/3/1 12:09,12,18,14.0
289038,11419,2019/3/1 12:09,9,19,14.0
289047,11420,2019/3/1 12:09,5,20,14.0
289052,11427,2019/3/1 12:09,3,27,14.0
289055,11428,2019/3/1 12:09,1,28,14.0
289056,11528,2019/3/1 12:09,1,28,15.0
289057,10110,2019/3/1 12:10,2,10,1.0
289059,10111,2019/3/1 12:10,3,11,1.0
289062,10112,2019/3/1 12:10,2,12,1.0
289064,10113,2019/3/1 12:10,2,13,1.0
289066,10114,2019/3/1 12:10,2,14,1.0
289068,10115,2019/3/1 12:10,2,15,1.0
289070,10116,2019/3/1 12:10,2,16,1.0
289072,10117,2019/3/1 12:10,3,17,1.0
289075,10118,2019/3/1 12:10,2,18,1.0
289077,10119,2019/3/1 12:10,1,19,1.0
289078,10211,2019/3/1 12:10,1,11,2.0
289079,10219,2019/3/1 12:10,1,19,2.0
289080,10319,2019/3/1 12:10,1,19,3.0
289081,10321,2019/3/1 12:10,1,21,3.0
289082,10409,2019/3/1 12:10,1,9,4.0
289083,10410,2019/3/1 12:10,1,10,4.0
289084,10411,2019/3/1 12:10,1,11,4.0
289085,10419,2019/3/1 12:10,1,19,4.0
289086,10421,2019/3/1 12:10,3,21,4.0
289089,10422,2019/3/1 12:10,3,22,4.0
289092,10423,2019/3/1 12:10,2,23,4.0
289094,10424,2019/3/1 12:10,1,24,4.0
289095,10509,2019/3/1 12:10,1,9,5.0
289096,10521,2019/3/1 12:10,8,21,5.0
289104,10522,2019/3/1 12:10,2,22,5.0
289106,10523,2019/3/1 12:10,2,23,5.0
289108,10525,2019/3/1 12:10,1,25,5.0
289109,10609,2019/3/1 12:10,1,9,6.0
289110,10621,2019/3/1 12:10,6,21,6.0
289116,10623,2019/3/1 12:10,3,23,6.0
289119,10624,2019/3/1 12:10,3,24,6.0
289122,10625,2019/3/1 12:10,4,25,6.0
289126,10709,2019/3/1 12:10,1,9,7.0
289127,10721,2019/3/1 12:10,9,21,7.0
289136,10722,2019/3/1 12:10,2,22,7.0
289138,10723,2019/3/1 12:10,4,23,7.0
289142,10724,2019/3/1 12:10,3,24,7.0
289145,10725,2019/3/1 12:10,2,25,7.0
289147,10821,2019/3/1 12:10,10,21,8.0
289157,10822,2019/3/1 12:10,3,22,8.0
289160,10823,2019/3/1 12:10,4,23,8.0
289164,10824,2019/3/1 12:10,1,24,8.0
289165,10825,2019/3/1 12:10,5,25,8.0
289170,10908,2019/3/1 12:10,1,8,9.0
289171,10921,2019/3/1 12:10,20,21,9.0
289191,10922,2019/3/1 12:10,2,22,9.0
289193,10923,2019/3/1 12:10,7,23,9.0
289200,10924,2019/3/1 12:10,3,24,9.0
289203,10925,2019/3/1 12:10,7,25,9.0
289210,11009,2019/3/1 12:10,2,9,10.0
289212,11017,2019/3/1 12:10,1,17,10.0
289213,11021,2019/3/1 12:10,22,21,10.0
289235,11022,2019/3/1 12:10,4,22,10.0
289239,11023,2019/3/1 12:10,8,23,10.0
289247,11024,2019/3/1 12:10,2,24,10.0
289249,11025,2019/3/1 12:10,3,25,10.0
289252,11108,2019/3/1 12:10,1,8,11.0
289253,11109,2019/3/1 12:10,3,9,11.0
289256,11116,2019/3/1 12:10,1,16,11.0
289257,11121,2019/3/1 12:10,28,21,11.0
289285,11122,2019/3/1 12:10,2,22,11.0
289287,11123,2019/3/1 12:10,5,23,11.0
289292,11125,2019/3/1 12:10,5,25,11.0
289297,11203,2019/3/1 12:10,3,3,12.0
289300,11204,2019/3/1 12:10,6,4,12.0
289306,11205,2019/3/1 12:10,5,5,12.0
289311,11206,2019/3/1 12:10,4,6,12.0
289315,11207,2019/3/1 12:10,1,7,12.0
289316,11208,2019/3/1 12:10,1,8,12.0
289317,11209,2019/3/1 12:10,1,9,12.0
289318,11210,2019/3/1 12:10,3,10,12.0
289321,11216,2019/3/1 12:10,1,16,12.0
289322,11218,2019/3/1 12:10,9,18,12.0
289331,11219,2019/3/1 12:10,14,19,12.0
289345,11220,2019/3/1 12:10,17,20,12.0
289362,11221,2019/3/1 12:10,29,21,12.0
289391,11222,2019/3/1 12:10,2,22,12.0
289393,11223,2019/3/1 12:10,5,23,12.0
289398,11225,2019/3/1 12:10,5,25,12.0
289403,11226,2019/3/1 12:10,1,26,12.0
289404,11227,2019/3/1 12:10,1,27,12.0
289405,11305,2019/3/1 12:10,2,5,13.0
289407,11306,2019/3/1 12:10,3,6,13.0
289410,11307,2019/3/1 12:10,5,7,13.0
289415,11308,2019/3/1 12:10,5,8,13.0
289420,11309,2019/3/1 12:10,5,9,13.0
289425,11310,2019/3/1 12:10,9,10,13.0
289434,11311,2019/3/1 12:10,3,11,13.0
289437,11312,2019/3/1 12:10,2,12,13.0
289439,11313,2019/3/1 12:10,1,13,13.0
289440,11314,2019/3/1 12:10,1,14,13.0
289441,11315,2019/3/1 12:10,4,15,13.0
289445,11316,2019/3/1 12:10,9,16,13.0
289454,11317,2019/3/1 12:10,16,17,13.0
289470,11318,2019/3/1 12:10,8,18,13.0
289478,11319,2019/3/1 12:10,12,19,13.0
289490,11320,2019/3/1 12:10,13,20,13.0
289503,11321,2019/3/1 12:10,10,21,13.0
289513,11322,2019/3/1 12:10,5,22,13.0
289518,11323,2019/3/1 12:10,4,23,13.0
289522,11324,2019/3/1 12:10,2,24,13.0
289524,11325,2019/3/1 12:10,3,25,13.0
289527,11326,2019/3/1 12:10,4,26,13.0
289531,11327,2019/3/1 12:10,5,27,13.0
289536,11328,2019/3/1 12:10,2,28,13.0
289538,11403,2019/3/1 12:10,2,3,14.0
289540,11404,2019/3/1 12:10,2,4,14.0
289542,11405,2019/3/1 12:10,1,5,14.0
289543,11408,2019/3/1 12:10,1,8,14.0
289544,11410,2019/3/1 12:10,45,10,14.0
289589,11411,2019/3/1 12:10,46,11,14.0
289635,11412,2019/3/1 12:10,36,12,14.0
289671,11413,2019/3/1 12:10,35,13,14.0
289706,11414,2019/3/1 12:10,35,14,14.0
289741,11415,2019/3/1 12:10,24,15,14.0
289765,11416,2019/3/1 12:10,20,16,14.0
289785,11417,2019/3/1 12:10,14,17,14.0
289799,11418,2019/3/1 12:10,14,18,14.0
289813,11419,2019/3/1 12:10,13,19,14.0
289826,11420,2019/3/1 12:10,9,20,14.0
289835,11425,2019/3/1 12:10,2,25,14.0
289837,11427,2019/3/1 12:10,1,27,14.0
289838,11428,2019/3/1 12:10,2,28,14.0
289840,11517,2019/3/1 12:10,1,17,15.0
289841,11520,2019/3/1 12:10,1,20,15.0
289842,11525,2019/3/1 12:10,1,25,15.0
289843,11527,2019/3/1 12:10,1,27,15.0
289844,11528,2019/3/1 12:10,1,28,15.0
289845,10110,2019/3/1 12:11,3,10,1.0
289848,10111,2019/3/1 12:11,2,11,1.0
289850,10112,2019/3/1 12:11,1,12,1.0
289851,10113,2019/3/1 12:11,1,13,1.0
289852,10114,2019/3/1 12:11,2,14,1.0
289854,10115,2019/3/1 12:11,2,15,1.0
289856,10116,2019/3/1 12:11,3,16,1.0
289859,10117,2019/3/1 12:11,3,17,1.0
289862,10118,2019/3/1 12:11,4,18,1.0
289866,10119,2019/3/1 12:11,4,19,1.0
289870,10219,2019/3/1 12:11,5,19,2.0
289875,10220,2019/3/1 12:11,3,20,2.0
289878,10309,2019/3/1 12:11,1,9,3.0
289879,10310,2019/3/1 12:11,1,10,3.0
289880,10319,2019/3/1 12:11,1,19,3.0
289881,10320,2019/3/1 12:11,2,20,3.0
289883,10321,2019/3/1 12:11,4,21,3.0
289887,10409,2019/3/1 12:11,1,9,4.0
289888,10421,2019/3/1 12:11,4,21,4.0
289892,10422,2019/3/1 12:11,2,22,4.0
289894,10423,2019/3/1 12:11,2,23,4.0
289896,10425,2019/3/1 12:11,1,25,4.0
289897,10509,2019/3/1 12:11,4,9,5.0
289901,10510,2019/3/1 12:11,3,10,5.0
289904,10511,2019/3/1 12:11,2,11,5.0
289906,10521,2019/3/1 12:11,6,21,5.0
289912,10522,2019/3/1 12:11,4,22,5.0
289916,10523,2019/3/1 12:11,2,23,5.0
289918,10609,2019/3/1 12:11,4,9,6.0
289922,10621,2019/3/1 12:11,16,21,6.0
289938,10622,2019/3/1 12:11,7,22,6.0
289945,10623,2019/3/1 12:11,2,23,6.0
289947,10624,2019/3/1 12:11,3,24,6.0
289950,10625,2019/3/1 12:11,1,25,6.0
289951,10709,2019/3/1 12:11,5,9,7.0
289956,10721,2019/3/1 12:11,19,21,7.0
289975,10722,2019/3/1 12:11,1,22,7.0
289976,10723,2019/3/1 12:11,2,23,7.0
289978,10724,2019/3/1 12:11,1,24,7.0
289979,10725,2019/3/1 12:11,2,25,7.0
289981,10809,2019/3/1 12:11,5,9,8.0
289986,10821,2019/3/1 12:11,23,21,8.0
290009,10822,2019/3/1 12:11,1,22,8.0
290010,10823,2019/3/1 12:11,2,23,8.0
290012,10824,2019/3/1 12:11,1,24,8.0
290013,10825,2019/3/1 12:11,2,25,8.0
290015,10906,2019/3/1 12:11,1,6,9.0
290016,10907,2019/3/1 12:11,1,7,9.0
290017,10909,2019/3/1 12:11,4,9,9.0
290021,10921,2019/3/1 12:11,16,21,9.0
290037,10922,2019/3/1 12:11,3,22,9.0
290040,10923,2019/3/1 12:11,5,23,9.0
290045,10924,2019/3/1 12:11,3,24,9.0
290048,10925,2019/3/1 12:11,3,25,9.0
290051,11008,2019/3/1 12:11,1,8,10.0
290052,11009,2019/3/1 12:11,4,9,10.0
290056,11021,2019/3/1 12:11,26,21,10.0
290082,11022,2019/3/1 12:11,5,22,10.0
290087,11023,2019/3/1 12:11,4,23,10.0
290091,11024,2019/3/1 12:11,1,24,10.0
290092,11025,2019/3/1 12:11,7,25,10.0
290099,11108,2019/3/1 12:11,1,8,11.0
290100,11109,2019/3/1 12:11,4,9,11.0
290104,11121,2019/3/1 12:11,26,21,11.0
290130,11122,2019/3/1 12:11,2,22,11.0
290132,11123,2019/3/1 12:11,4,23,11.0
290136,11124,2019/3/1 12:11,2,24,11.0
290138,11125,2019/3/1 12:11,7,25,11.0
290145,11203,2019/3/1 12:11,1,3,12.0
290146,11204,2019/3/1 12:11,1,4,12.0
290147,11205,2019/3/1 12:11,3,5,12.0
290150,11206,2019/3/1 12:11,6,6,12.0
290156,11207,2019/3/1 12:11,4,7,12.0
290160,11208,2019/3/1 12:11,1,8,12.0
290161,11209,2019/3/1 12:11,1,9,12.0
290162,11210,2019/3/1 12:11,4,10,12.0
290166,11211,2019/3/1 12:11,2,11,12.0
290168,11212,2019/3/1 12:11,1,12,12.0
290169,11218,2019/3/1 12:11,6,18,12.0
290175,11219,2019/3/1 12:11,13,19,12.0
290188,11220,2019/3/1 12:11,22,20,12.0
290210,11221,2019/3/1 12:11,28,21,12.0
290238,11222,2019/3/1 12:11,2,22,12.0
290240,11223,2019/3/1 12:11,2,23,12.0
290242,11224,2019/3/1 12:11,2,24,12.0
290244,11225,2019/3/1 12:11,5,25,12.0
290249,11226,2019/3/1 12:11,1,26,12.0
290250,11306,2019/3/1 12:11,1,6,13.0
290251,11307,2019/3/1 12:11,6,7,13.0
290257,11308,2019/3/1 12:11,7,8,13.0
290264,11309,2019/3/1 12:11,8,9,13.0
290272,11310,2019/3/1 12:11,11,10,13.0
290283,11311,2019/3/1 12:11,1,11,13.0
290284,11312,2019/3/1 12:11,6,12,13.0
290290,11313,2019/3/1 12:11,4,13,13.0
290294,11314,2019/3/1 12:11,4,14,13.0
290298,11315,2019/3/1 12:11,7,15,13.0
290305,11316,2019/3/1 12:11,14,16,13.0
290319,11317,2019/3/1 12:11,13,17,13.0
290332,11318,2019/3/1 12:11,12,18,13.0
290344,11319,2019/3/1 12:11,9,19,13.0
290353,11320,2019/3/1 12:11,12,20,13.0
290365,11321,2019/3/1 12:11,5,21,13.0
290370,11322,2019/3/1 12:11,2,22,13.0
290372,11323,2019/3/1 12:11,4,23,13.0
290376,11324,2019/3/1 12:11,3,24,13.0
290379,11325,2019/3/1 12:11,3,25,13.0
290382,11326,2019/3/1 12:11,4,26,13.0
290386,11327,2019/3/1 12:11,5,27,13.0
290391,11328,2019/3/1 12:11,4,28,13.0
290395,11405,2019/3/1 12:11,1,5,14.0
290396,11406,2019/3/1 12:11,1,6,14.0
290397,11407,2019/3/1 12:11,1,7,14.0
290398,11408,2019/3/1 12:11,1,8,14.0
290399,11409,2019/3/1 12:11,1,9,14.0
290400,11410,2019/3/1 12:11,48,10,14.0
290448,11411,2019/3/1 12:11,47,11,14.0
290495,11412,2019/3/1 12:11,32,12,14.0
290527,11413,2019/3/1 12:11,33,13,14.0
290560,11414,2019/3/1 12:11,32,14,14.0
290592,11415,2019/3/1 12:11,33,15,14.0
290625,11416,2019/3/1 12:11,23,16,14.0
290648,11417,2019/3/1 12:11,20,17,14.0
290668,11418,2019/3/1 12:11,18,18,14.0
290686,11419,2019/3/1 12:11,10,19,14.0
290696,11420,2019/3/1 12:11,3,20,14.0
290699,11427,2019/3/1 12:11,2,27,14.0
290701,11428,2019/3/1 12:11,3,28,14.0
290704,11505,2019/3/1 12:11,1,5,15.0
290705,11515,2019/3/1 12:11,2,15,15.0
290707,11517,2019/3/1 12:11,1,17,15.0
290708,11527,2019/3/1 12:11,1,27,15.0
290709,10110,2019/3/1 12:12,4,10,1.0
290713,10111,2019/3/1 12:12,4,11,1.0
290717,10112,2019/3/1 12:12,6,12,1.0
290723,10113,2019/3/1 12:12,6,13,1.0
290729,10114,2019/3/1 12:12,5,14,1.0
290734,10115,2019/3/1 12:12,5,15,1.0
290739,10116,2019/3/1 12:12,4,16,1.0
290743,10117,2019/3/1 12:12,3,17,1.0
290746,10118,2019/3/1 12:12,2,18,1.0
290748,10119,2019/3/1 12:12,2,19,1.0
290750,10321,2019/3/1 12:12,1,21,3.0
290751,10420,2019/3/1 12:12,1,20,4.0
290752,10421,2019/3/1 12:12,3,21,4.0
290755,10422,2019/3/1 12:12,4,22,4.0
290759,10423,2019/3/1 12:12,3,23,4.0
290762,10424,2019/3/1 12:12,2,24,4.0
290764,10425,2019/3/1 12:12,1,25,4.0
290765,10509,2019/3/1 12:12,1,9,5.0
290766,10510,2019/3/1 12:12,1,10,5.0
290767,10511,2019/3/1 12:12,1,11,5.0
290768,10521,2019/3/1 12:12,6,21,5.0
290774,10522,2019/3/1 12:12,4,22,5.0
290778,10525,2019/3/1 12:12,1,25,5.0
290779,10609,2019/3/1 12:12,1,9,6.0
290780,10621,2019/3/1 12:12,16,21,6.0
290796,10622,2019/3/1 12:12,3,22,6.0
290799,10623,2019/3/1 12:12,4,23,6.0
290803,10624,2019/3/1 12:12,1,24,6.0
290804,10625,2019/3/1 12:12,1,25,6.0
290805,10709,2019/3/1 12:12,1,9,7.0
290806,10721,2019/3/1 12:12,23,21,7.0
290829,10722,2019/3/1 12:12,4,22,7.0
290833,10723,2019/3/1 12:12,2,23,7.0
290835,10725,2019/3/1 12:12,2,25,7.0
290837,10809,2019/3/1 12:12,1,9,8.0
290838,10821,2019/3/1 12:12,23,21,8.0
290861,10822,2019/3/1 12:12,2,22,8.0
290863,10823,2019/3/1 12:12,5,23,8.0
290868,10824,2019/3/1 12:12,3,24,8.0
290871,10825,2019/3/1 12:12,3,25,8.0
290874,10909,2019/3/1 12:12,3,9,9.0
290877,10921,2019/3/1 12:12,28,21,9.0
290905,10922,2019/3/1 12:12,1,22,9.0
290906,10923,2019/3/1 12:12,5,23,9.0
290911,10924,2019/3/1 12:12,5,24,9.0
290916,10925,2019/3/1 12:12,4,25,9.0
290920,11009,2019/3/1 12:12,3,9,10.0
290923,11017,2019/3/1 12:12,1,17,10.0
290924,11018,2019/3/1 12:12,1,18,10.0
290925,11021,2019/3/1 12:12,25,21,10.0
290950,11022,2019/3/1 12:12,1,22,10.0
290951,11023,2019/3/1 12:12,6,23,10.0
290957,11024,2019/3/1 12:12,2,24,10.0
290959,11025,2019/3/1 12:12,5,25,10.0
290964,11109,2019/3/1 12:12,4,9,11.0
290968,11116,2019/3/1 12:12,1,16,11.0
290969,11117,2019/3/1 12:12,1,17,11.0
290970,11121,2019/3/1 12:12,30,21,11.0
291000,11122,2019/3/1 12:12,2,22,11.0
291002,11123,2019/3/1 12:12,5,23,11.0
291007,11124,2019/3/1 12:12,2,24,11.0
291009,11125,2019/3/1 12:12,3,25,11.0
291012,11204,2019/3/1 12:12,1,4,12.0
291013,11205,2019/3/1 12:12,1,5,12.0
291014,11206,2019/3/1 12:12,1,6,12.0
291015,11207,2019/3/1 12:12,1,7,12.0
291016,11208,2019/3/1 12:12,1,8,12.0
291017,11209,2019/3/1 12:12,4,9,12.0
291021,11210,2019/3/1 12:12,4,10,12.0
291025,11214,2019/3/1 12:12,1,14,12.0
291026,11215,2019/3/1 12:12,1,15,12.0
291027,11217,2019/3/1 12:12,1,17,12.0
291028,11218,2019/3/1 12:12,15,18,12.0
291043,11219,2019/3/1 12:12,19,19,12.0
291062,11220,2019/3/1 12:12,21,20,12.0
291083,11221,2019/3/1 12:12,29,21,12.0
291112,11222,2019/3/1 12:12,1,22,12.0
291113,11223,2019/3/1 12:12,2,23,12.0
291115,11225,2019/3/1 12:12,3,25,12.0
291118,11227,2019/3/1 12:12,1,27,12.0
291119,11309,2019/3/1 12:12,2,9,13.0
291121,11310,2019/3/1 12:12,5,10,13.0
291126,11311,2019/3/1 12:12,5,11,13.0
291131,11312,2019/3/1 12:12,7,12,13.0
291138,11313,2019/3/1 12:12,7,13,13.0
291145,11314,2019/3/1 12:12,5,14,13.0
291150,11315,2019/3/1 12:12,11,15,13.0
291161,11316,2019/3/1 12:12,14,16,13.0
291175,11317,2019/3/1 12:12,22,17,13.0
291197,11318,2019/3/1 12:12,12,18,13.0
291209,11319,2019/3/1 12:12,13,19,13.0
291222,11320,2019/3/1 12:12,12,20,13.0
291234,11321,2019/3/1 12:12,14,21,13.0
291248,11322,2019/3/1 12:12,8,22,13.0
291256,11323,2019/3/1 12:12,5,23,13.0
291261,11324,2019/3/1 12:12,4,24,13.0
291265,11325,2019/3/1 12:12,5,25,13.0
291270,11326,2019/3/1 12:12,7,26,13.0
291277,11327,2019/3/1 12:12,5,27,13.0
291282,11328,2019/3/1 12:12,3,28,13.0
291285,11405,2019/3/1 12:12,1,5,14.0
291286,11406,2019/3/1 12:12,1,6,14.0
291287,11407,2019/3/1 12:12,1,7,14.0
291288,11408,2019/3/1 12:12,1,8,14.0
291289,11409,2019/3/1 12:12,1,9,14.0
291290,11410,2019/3/1 12:12,64,10,14.0
291354,11411,2019/3/1 12:12,54,11,14.0
291408,11412,2019/3/1 12:12,32,12,14.0
291440,11413,2019/3/1 12:12,33,13,14.0
291473,11414,2019/3/1 12:12,33,14,14.0
291506,11415,2019/3/1 12:12,28,15,14.0
291534,11416,2019/3/1 12:12,26,16,14.0
291560,11417,2019/3/1 12:12,15,17,14.0
291575,11418,2019/3/1 12:12,13,18,14.0
291588,11419,2019/3/1 12:12,7,19,14.0
291595,11420,2019/3/1 12:12,4,20,14.0
291599,11427,2019/3/1 12:12,3,27,14.0
291602,11428,2019/3/1 12:12,3,28,14.0
291605,11505,2019/3/1 12:12,1,5,15.0
291606,11515,2019/3/1 12:12,2,15,15.0
291608,11517,2019/3/1 12:12,1,17,15.0
291609,11528,2019/3/1 12:12,1,28,15.0
291610,10019,2019/3/1 12:13,1,19,
291611,10110,2019/3/1 12:13,1,10,1.0
291612,10111,2019/3/1 12:13,1,11,1.0
291613,10113,2019/3/1 12:13,1,13,1.0
291614,10114,2019/3/1 12:13,1,14,1.0
291615,10115,2019/3/1 12:13,2,15,1.0
291617,10116,2019/3/1 12:13,2,16,1.0
291619,10117,2019/3/1 12:13,3,17,1.0
291622,10118,2019/3/1 12:13,5,18,1.0
291627,10119,2019/3/1 12:13,6,19,1.0
291633,10219,2019/3/1 12:13,6,19,2.0
291639,10220,2019/3/1 12:13,3,20,2.0
291642,10319,2019/3/1 12:13,1,19,3.0
291643,10320,2019/3/1 12:13,3,20,3.0
291646,10321,2019/3/1 12:13,4,21,3.0
291650,10409,2019/3/1 12:13,3,9,4.0
291653,10410,2019/3/1 12:13,2,10,4.0
291655,10411,2019/3/1 12:13,1,11,4.0
291656,10419,2019/3/1 12:13,1,19,4.0
291657,10420,2019/3/1 12:13,1,20,4.0
291658,10421,2019/3/1 12:13,6,21,4.0
291664,10422,2019/3/1 12:13,5,22,4.0
291669,10423,2019/3/1 12:13,4,23,4.0
291673,10508,2019/3/1 12:13,1,8,5.0
291674,10509,2019/3/1 12:13,4,9,5.0
291678,10510,2019/3/1 12:13,2,10,5.0
291680,10511,2019/3/1 12:13,1,11,5.0
291681,10521,2019/3/1 12:13,6,21,5.0
291687,10522,2019/3/1 12:13,4,22,5.0
291691,10523,2019/3/1 12:13,2,23,5.0
291693,10525,2019/3/1 12:13,1,25,5.0
291694,10608,2019/3/1 12:13,2,8,6.0
291696,10609,2019/3/1 12:13,3,9,6.0
291699,10618,2019/3/1 12:13,1,18,6.0
291700,10621,2019/3/1 12:13,10,21,6.0
291710,10622,2019/3/1 12:13,4,22,6.0
291714,10623,2019/3/1 12:13,1,23,6.0
291715,10624,2019/3/1 12:13,1,24,6.0
291716,10625,2019/3/1 12:13,1,25,6.0
291717,10707,2019/3/1 12:13,1,7,7.0
291718,10708,2019/3/1 12:13,1,8,7.0
291719,10709,2019/3/1 12:13,3,9,7.0
291722,10718,2019/3/1 12:13,1,18,7.0
291723,10721,2019/3/1 12:13,17,21,7.0
291740,10724,2019/3/1 12:13,1,24,7.0
291741,10725,2019/3/1 12:13,3,25,7.0
291744,10806,2019/3/1 12:13,1,6,8.0
291745,10808,2019/3/1 12:13,1,8,8.0
291746,10809,2019/3/1 12:13,5,9,8.0
291751,10818,2019/3/1 12:13,1,18,8.0
291752,10821,2019/3/1 12:13,24,21,8.0
291776,10822,2019/3/1 12:13,4,22,8.0
291780,10823,2019/3/1 12:13,6,23,8.0
291786,10824,2019/3/1 12:13,2,24,8.0
291788,10825,2019/3/1 12:13,6,25,8.0
291794,10909,2019/3/1 12:13,5,9,9.0
291799,10918,2019/3/1 12:13,1,18,9.0
291800,10921,2019/3/1 12:13,34,21,9.0
291834,10922,2019/3/1 12:13,2,22,9.0
291836,10923,2019/3/1 12:13,5,23,9.0
291841,10924,2019/3/1 12:13,1,24,9.0
291842,10925,2019/3/1 12:13,8,25,9.0
291850,11009,2019/3/1 12:13,5,9,10.0
291855,11017,2019/3/1 12:13,2,17,10.0
291857,11018,2019/3/1 12:13,1,18,10.0
291858,11021,2019/3/1 12:13,38,21,10.0
291896,11022,2019/3/1 12:13,5,22,10.0
291901,11023,2019/3/1 12:13,9,23,10.0
291910,11024,2019/3/1 12:13,3,24,10.0
291913,11025,2019/3/1 12:13,4,25,10.0
291917,11106,2019/3/1 12:13,1,6,11.0
291918,11107,2019/3/1 12:13,1,7,11.0
291919,11108,2019/3/1 12:13,1,8,11.0
291920,11109,2019/3/1 12:13,5,9,11.0
291925,11116,2019/3/1 12:13,4,16,11.0
291929,11117,2019/3/1 12:13,1,17,11.0
291930,11121,2019/3/1 12:13,32,21,11.0
291962,11122,2019/3/1 12:13,1,22,11.0
291963,11123,2019/3/1 12:13,3,23,11.0
291966,11125,2019/3/1 12:13,2,25,11.0
291968,11202,2019/3/1 12:13,1,2,12.0
291969,11203,2019/3/1 12:13,1,3,12.0
291970,11205,2019/3/1 12:13,3,5,12.0
291973,11206,2019/3/1 12:13,3,6,12.0
291976,11207,2019/3/1 12:13,2,7,12.0
291978,11208,2019/3/1 12:13,2,8,12.0
291980,11209,2019/3/1 12:13,4,9,12.0
291984,11210,2019/3/1 12:13,4,10,12.0
291988,11211,2019/3/1 12:13,1,11,12.0
291989,11212,2019/3/1 12:13,1,12,12.0
291990,11213,2019/3/1 12:13,2,13,12.0
291992,11214,2019/3/1 12:13,1,14,12.0
291993,11215,2019/3/1 12:13,1,15,12.0
291994,11216,2019/3/1 12:13,5,16,12.0
291999,11218,2019/3/1 12:13,10,18,12.0
292009,11219,2019/3/1 12:13,19,19,12.0
292028,11220,2019/3/1 12:13,24,20,12.0
292052,11221,2019/3/1 12:13,34,21,12.0
292086,11222,2019/3/1 12:13,2,22,12.0
292088,11223,2019/3/1 12:13,3,23,12.0
292091,11225,2019/3/1 12:13,2,25,12.0
292093,11226,2019/3/1 12:13,2,26,12.0
292095,11309,2019/3/1 12:13,3,9,13.0
292098,11310,2019/3/1 12:13,8,10,13.0
292106,11311,2019/3/1 12:13,7,11,13.0
292113,11312,2019/3/1 12:13,11,12,13.0
292124,11313,2019/3/1 12:13,9,13,13.0
292133,11314,2019/3/1 12:13,11,14,13.0
292144,11315,2019/3/1 12:13,11,15,13.0
292155,11316,2019/3/1 12:13,11,16,13.0
292166,11317,2019/3/1 12:13,20,17,13.0
292186,11318,2019/3/1 12:13,17,18,13.0
292203,11319,2019/3/1 12:13,18,19,13.0
292221,11320,2019/3/1 12:13,14,20,13.0
292235,11321,2019/3/1 12:13,9,21,13.0
292244,11322,2019/3/1 12:13,6,22,13.0
292250,11323,2019/3/1 12:13,6,23,13.0
292256,11324,2019/3/1 12:13,7,24,13.0
292263,11325,2019/3/1 12:13,6,25,13.0
292269,11326,2019/3/1 12:13,5,26,13.0
292274,11327,2019/3/1 12:13,7,27,13.0
292281,11328,2019/3/1 12:13,2,28,13.0
292283,11405,2019/3/1 12:13,1,5,14.0
292284,11406,2019/3/1 12:13,2,6,14.0
292286,11407,2019/3/1 12:13,3,7,14.0
292289,11408,2019/3/1 12:13,3,8,14.0
292292,11409,2019/3/1 12:13,2,9,14.0
292294,11410,2019/3/1 12:13,50,10,14.0
292344,11411,2019/3/1 12:13,54,11,14.0
292398,11412,2019/3/1 12:13,36,12,14.0
292434,11413,2019/3/1 12:13,37,13,14.0
292471,11414,2019/3/1 12:13,36,14,14.0
292507,11415,2019/3/1 12:13,35,15,14.0
292542,11416,2019/3/1 12:13,32,16,14.0
292574,11417,2019/3/1 12:13,27,17,14.0
292601,11418,2019/3/1 12:13,15,18,14.0
292616,11419,2019/3/1 12:13,9,19,14.0
292625,11420,2019/3/1 12:13,5,20,14.0
292630,11427,2019/3/1 12:13,1,27,14.0
292631,11428,2019/3/1 12:13,2,28,14.0
292633,11505,2019/3/1 12:13,1,5,15.0
292634,11515,2019/3/1 12:13,3,15,15.0
292637,11527,2019/3/1 12:13,1,27,15.0
292638,10110,2019/3/1 12:14,6,10,1.0
292644,10111,2019/3/1 12:14,6,11,1.0
292650,10112,2019/3/1 12:14,6,12,1.0
292656,10113,2019/3/1 12:14,5,13,1.0
292661,10114,2019/3/1 12:14,5,14,1.0
292666,10115,2019/3/1 12:14,6,15,1.0
292672,10116,2019/3/1 12:14,6,16,1.0
292678,10117,2019/3/1 12:14,5,17,1.0
292683,10118,2019/3/1 12:14,5,18,1.0
292688,10119,2019/3/1 12:14,4,19,1.0
292692,10218,2019/3/1 12:14,1,18,2.0
292693,10219,2019/3/1 12:14,5,19,2.0
292698,10220,2019/3/1 12:14,1,20,2.0
292699,10318,2019/3/1 12:14,1,18,3.0
292700,10319,2019/3/1 12:14,4,19,3.0
292704,10320,2019/3/1 12:14,2,20,3.0
292706,10321,2019/3/1 12:14,3,21,3.0
292709,10409,2019/3/1 12:14,3,9,4.0
292712,10410,2019/3/1 12:14,4,10,4.0
