time,xy
2019/3/1 13:49,"[10,1,1],[11,1,1],[11,2,1],[7,3,3],[8,3,1],[10,3,1],[17,3,1],[18,3,1],[5,4,1],[6,4,2],[8,4,3],[9,4,13],[10,4,9],[11,4,2],[16,4,1],[18,4,2],[6,5,2],[8,5,5],[9,5,19],[10,5,4],[11,5,2],[15,5,1],[16,5,1],[17,5,1],[18,5,2],[6,6,3],[8,6,4],[9,6,17],[15,6,2],[16,6,1],[17,6,2],[18,6,2],[6,7,4],[7,7,1],[8,7,4],[9,7,15],[15,7,3],[16,7,2],[17,7,1],[18,7,3],[6,8,5],[7,8,6],[8,8,5],[9,8,12],[15,8,5],[18,8,6],[6,9,13],[7,9,3],[8,9,3],[9,9,10],[15,9,8],[17,9,4],[18,9,8],[6,10,12],[7,10,2],[8,10,1],[9,10,13],[15,10,5],[16,10,5],[17,10,4],[18,10,5],[6,11,10],[7,11,6],[8,11,4],[9,11,13],[10,11,1],[15,11,4],[16,11,9],[17,11,11],[18,11,1],[6,12,16],[7,12,3],[8,12,1],[9,12,6],[10,12,9],[11,12,4],[12,12,4],[13,12,3],[14,12,1],[15,12,1],[16,12,10],[17,12,9],[20,12,1],[21,12,1],[0,13,5],[1,13,9],[2,13,13],[3,13,5],[4,13,5],[5,13,13],[6,13,5],[7,13,4],[8,13,2],[9,13,2],[10,13,8],[11,13,7],[12,13,8],[13,13,8],[14,13,13],[15,13,15],[16,13,5],[17,13,6],[18,13,16],[19,13,13],[20,13,10],[21,13,10],[22,13,13],[23,13,5],[24,13,5],[25,13,6],[26,13,6],[27,13,6],[28,13,3],[1,14,1],[2,14,13],[3,14,12],[4,14,14],[5,14,8],[6,14,3],[7,14,3],[8,14,3],[9,14,2],[10,14,15],[11,14,15],[12,14,8],[13,14,6],[14,14,4],[15,14,1],[16,14,2],[17,14,2],[18,14,1],[19,14,3],[20,14,2],[21,14,1],[22,14,6],[27,14,1],[28,14,1],[2,15,6],[4,15,2],[28,15,1],"
2019/3/1 13:50,"[7,2,1],[8,2,1],[15,2,1],[18,2,1],[6,3,4],[7,3,1],[8,3,4],[9,3,2],[15,3,1],[16,3,2],[17,3,1],[18,3,1],[1,4,1],[2,4,1],[3,4,1],[4,4,1],[6,4,3],[7,4,5],[8,4,1],[9,4,12],[10,4,5],[11,4,2],[15,4,2],[16,4,1],[17,4,2],[18,4,2],[6,5,6],[8,5,4],[9,5,18],[10,5,7],[11,5,3],[15,5,2],[16,5,1],[17,5,1],[18,5,2],[6,6,4],[7,6,4],[8,6,2],[9,6,16],[15,6,3],[16,6,1],[17,6,2],[18,6,4],[1,7,1],[2,7,1],[3,7,1],[4,7,1],[5,7,1],[6,7,7],[7,7,4],[8,7,3],[9,7,17],[15,7,4],[18,7,3],[6,8,6],[7,8,5],[8,8,5],[9,8,14],[15,8,4],[18,8,1],[6,9,7],[7,9,1],[8,9,3],[9,9,21],[15,9,4],[16,9,1],[17,9,1],[18,9,4],[6,10,11],[7,10,3],[8,10,11],[9,10,14],[10,10,1],[15,10,7],[16,10,5],[17,10,4],[18,10,3],[6,11,9],[7,11,4],[8,11,4],[9,11,18],[10,11,5],[11,11,1],[15,11,5],[16,11,16],[17,11,9],[18,11,3],[6,12,11],[7,12,3],[8,12,1],[9,12,1],[10,12,8],[11,12,3],[12,12,2],[13,12,3],[14,12,6],[15,12,3],[16,12,15],[17,12,7],[22,12,1],[0,13,7],[1,13,7],[2,13,7],[3,13,4],[4,13,4],[5,13,16],[6,13,10],[7,13,5],[8,13,6],[9,13,9],[10,13,10],[11,13,9],[12,13,10],[13,13,14],[14,13,13],[15,13,15],[16,13,6],[17,13,4],[18,13,10],[19,13,7],[20,13,7],[21,13,9],[22,13,7],[23,13,8],[24,13,9],[25,13,6],[26,13,5],[27,13,4],[28,13,3],[2,14,13],[3,14,14],[4,14,25],[5,14,7],[6,14,1],[9,14,1],[10,14,21],[11,14,21],[12,14,14],[13,14,10],[14,14,6],[15,14,5],[16,14,3],[17,14,2],[18,14,1],[19,14,1],[20,14,1],[22,14,1],[27,14,2],[28,14,2],[2,15,13],[4,15,5],[28,15,1],"
2019/3/1 13:51,"[6,2,1],[9,2,1],[15,2,1],[6,3,1],[7,3,2],[8,3,2],[9,3,3],[15,3,1],[17,3,1],[6,4,3],[7,4,2],[8,4,5],[9,4,12],[10,4,4],[11,4,2],[15,4,1],[16,4,1],[6,5,2],[7,5,2],[8,5,6],[9,5,17],[10,5,6],[11,5,2],[15,5,1],[16,5,1],[6,6,2],[7,6,5],[8,6,5],[9,6,16],[15,6,2],[6,7,4],[7,7,3],[8,7,4],[9,7,16],[15,7,5],[17,7,1],[18,7,1],[6,8,7],[7,8,8],[8,8,9],[9,8,15],[15,8,6],[17,8,2],[18,8,2],[6,9,12],[7,9,5],[8,9,9],[9,9,12],[15,9,7],[16,9,3],[17,9,1],[18,9,7],[6,10,14],[7,10,5],[8,10,8],[9,10,14],[11,10,1],[15,10,11],[16,10,2],[17,10,7],[18,10,4],[6,11,14],[7,11,6],[8,11,3],[9,11,19],[10,11,4],[15,11,4],[16,11,21],[17,11,7],[18,11,3],[6,12,16],[7,12,2],[9,12,8],[10,12,16],[11,12,11],[12,12,8],[13,12,5],[14,12,5],[15,12,4],[16,12,18],[17,12,6],[18,12,1],[19,12,1],[20,12,1],[21,12,1],[0,13,9],[1,13,9],[2,13,12],[3,13,8],[4,13,5],[5,13,18],[6,13,9],[7,13,7],[8,13,7],[9,13,8],[10,13,18],[11,13,16],[12,13,13],[13,13,20],[14,13,17],[15,13,23],[16,13,12],[17,13,7],[18,13,7],[19,13,7],[20,13,5],[21,13,5],[22,13,7],[23,13,5],[24,13,3],[25,13,4],[26,13,3],[27,13,3],[28,13,3],[2,14,22],[3,14,25],[4,14,27],[5,14,6],[6,14,3],[7,14,2],[8,14,2],[10,14,22],[11,14,26],[12,14,10],[13,14,6],[14,14,5],[15,14,2],[16,14,3],[17,14,4],[18,14,4],[19,14,3],[20,14,1],[27,14,1],[28,14,2],[2,15,11],[4,15,5],[27,15,1],[28,15,1],"
2019/3/1 13:52,"[6,2,2],[7,2,1],[9,2,2],[15,2,2],[6,3,2],[7,3,2],[8,3,5],[9,3,9],[15,3,2],[16,3,3],[17,3,1],[6,4,3],[7,4,3],[8,4,2],[9,4,14],[10,4,11],[11,4,5],[15,4,4],[16,4,2],[17,4,1],[6,5,6],[7,5,2],[8,5,8],[9,5,21],[10,5,5],[11,5,1],[15,5,5],[16,5,1],[17,5,2],[6,6,7],[7,6,2],[8,6,5],[9,6,20],[15,6,4],[16,6,2],[17,6,1],[18,6,2],[6,7,8],[7,7,4],[8,7,2],[9,7,21],[15,7,5],[16,7,2],[17,7,1],[18,7,2],[1,8,1],[2,8,1],[3,8,1],[4,8,1],[5,8,1],[6,8,7],[7,8,6],[8,8,5],[9,8,19],[15,8,6],[16,8,1],[17,8,1],[18,8,3],[6,9,5],[7,9,4],[8,9,8],[9,9,19],[15,9,6],[16,9,4],[17,9,2],[18,9,2],[6,10,10],[7,10,7],[8,10,9],[9,10,16],[11,10,1],[15,10,10],[16,10,6],[17,10,6],[18,10,1],[6,11,18],[7,11,9],[8,11,7],[9,11,14],[10,11,1],[15,11,2],[16,11,17],[17,11,7],[18,11,2],[6,12,24],[7,12,8],[8,12,2],[9,12,4],[10,12,12],[11,12,7],[12,12,4],[13,12,5],[14,12,2],[15,12,3],[16,12,15],[17,12,5],[18,12,1],[22,12,1],[25,12,1],[26,12,1],[0,13,2],[1,13,2],[2,13,1],[3,13,7],[4,13,3],[5,13,27],[6,13,12],[7,13,5],[8,13,5],[9,13,9],[10,13,11],[11,13,10],[12,13,11],[13,13,10],[14,13,13],[15,13,17],[16,13,9],[17,13,10],[18,13,11],[19,13,12],[20,13,8],[21,13,10],[22,13,7],[23,13,4],[24,13,5],[25,13,4],[26,13,6],[27,13,8],[28,13,2],[2,14,14],[3,14,16],[4,14,33],[5,14,12],[6,14,5],[7,14,3],[8,14,3],[9,14,3],[10,14,14],[11,14,17],[12,14,4],[13,14,5],[14,14,6],[15,14,3],[16,14,4],[17,14,2],[18,14,4],[19,14,5],[20,14,5],[21,14,2],[22,14,3],[27,14,3],[28,14,2],[2,15,11],[4,15,4],[27,15,1],"
2019/3/1 13:53,"[2,2,1],[3,2,1],[4,2,1],[5,2,1],[6,2,1],[8,2,3],[9,2,1],[17,2,1],[6,3,2],[7,3,3],[8,3,1],[9,3,6],[15,3,2],[16,3,1],[18,3,1],[3,4,1],[4,4,1],[5,4,1],[6,4,6],[7,4,1],[8,4,2],[9,4,12],[10,4,6],[11,4,5],[15,4,3],[16,4,2],[18,4,1],[5,5,1],[6,5,10],[7,5,3],[8,5,2],[9,5,16],[10,5,5],[11,5,3],[15,5,2],[16,5,3],[1,6,1],[2,6,1],[3,6,1],[4,6,1],[5,6,1],[6,6,10],[7,6,6],[8,6,4],[9,6,19],[15,6,4],[16,6,3],[17,6,1],[5,7,1],[6,7,13],[7,7,2],[8,7,3],[9,7,15],[15,7,8],[16,7,2],[17,7,1],[6,8,20],[7,8,4],[8,8,4],[9,8,14],[15,8,8],[16,8,1],[17,8,1],[18,8,1],[6,9,21],[7,9,7],[8,9,9],[9,9,17],[15,9,7],[16,9,2],[17,9,1],[18,9,2],[6,10,16],[7,10,6],[8,10,5],[9,10,19],[15,10,9],[16,10,4],[17,10,2],[18,10,1],[6,11,14],[7,11,4],[8,11,2],[9,11,14],[10,11,1],[15,11,2],[16,11,13],[17,11,10],[18,11,1],[6,12,14],[7,12,1],[8,12,1],[9,12,4],[10,12,9],[11,12,6],[12,12,8],[13,12,5],[14,12,5],[15,12,5],[16,12,11],[17,12,6],[0,13,5],[1,13,5],[2,13,7],[3,13,3],[4,13,7],[5,13,9],[6,13,12],[7,13,9],[8,13,8],[9,13,7],[10,13,14],[11,13,13],[12,13,9],[13,13,15],[14,13,12],[15,13,12],[16,13,10],[17,13,8],[18,13,13],[19,13,10],[20,13,7],[21,13,9],[22,13,10],[23,13,6],[24,13,6],[25,13,6],[26,13,7],[27,13,7],[28,13,5],[2,14,12],[3,14,13],[4,14,11],[5,14,8],[6,14,4],[7,14,3],[8,14,1],[10,14,17],[11,14,18],[12,14,10],[13,14,6],[14,14,3],[15,14,3],[16,14,1],[17,14,3],[18,14,4],[19,14,5],[20,14,3],[21,14,2],[22,14,4],[23,14,1],[24,14,1],[27,14,3],[28,14,3],[2,15,9],[4,15,4],[27,15,1],[28,15,1],"
2019/3/1 13:54,"[10,1,1],[1,2,1],[6,2,2],[7,2,1],[8,2,2],[15,2,2],[16,2,1],[1,3,1],[2,3,1],[3,3,1],[4,3,1],[5,3,1],[6,3,8],[7,3,2],[8,3,5],[9,3,2],[15,3,3],[16,3,3],[1,4,1],[2,4,1],[6,4,9],[7,4,9],[8,4,1],[9,4,12],[10,4,4],[15,4,1],[16,4,4],[6,5,12],[7,5,3],[8,5,3],[9,5,21],[10,5,5],[15,5,2],[16,5,2],[6,6,10],[7,6,6],[8,6,7],[9,6,18],[15,6,2],[16,6,2],[6,7,15],[7,7,1],[8,7,6],[9,7,22],[15,7,4],[18,7,2],[6,8,9],[7,8,5],[8,8,5],[9,8,18],[15,8,3],[16,8,1],[18,8,3],[6,9,12],[7,9,4],[8,9,3],[9,9,13],[15,9,3],[16,9,3],[17,9,2],[18,9,5],[6,10,12],[7,10,3],[8,10,3],[9,10,10],[15,10,4],[16,10,4],[17,10,7],[18,10,6],[6,11,13],[7,11,3],[8,11,2],[9,11,10],[16,11,16],[17,11,6],[18,11,2],[6,12,13],[7,12,3],[8,12,1],[9,12,5],[10,12,7],[11,12,2],[12,12,2],[13,12,2],[14,12,2],[15,12,1],[16,12,16],[17,12,7],[18,12,2],[19,12,1],[20,12,2],[21,12,1],[0,13,3],[1,13,3],[2,13,2],[3,13,2],[4,13,6],[5,13,18],[6,13,6],[7,13,2],[8,13,5],[9,13,7],[10,13,12],[11,13,8],[12,13,8],[13,13,10],[14,13,19],[15,13,23],[16,13,10],[17,13,8],[18,13,12],[19,13,13],[20,13,13],[21,13,15],[22,13,15],[23,13,10],[24,13,10],[25,13,9],[26,13,8],[27,13,6],[28,13,3],[2,14,11],[3,14,12],[4,14,26],[5,14,6],[6,14,3],[7,14,3],[8,14,3],[9,14,3],[10,14,15],[11,14,16],[12,14,7],[13,14,7],[14,14,6],[15,14,4],[16,14,3],[17,14,1],[18,14,2],[19,14,2],[20,14,5],[21,14,1],[22,14,4],[28,14,2],[2,15,14],[4,15,7],[27,15,1],[28,15,1],"
2019/3/1 13:55,"[11,1,1],[6,2,2],[7,2,2],[8,2,2],[9,2,2],[11,2,1],[16,2,1],[6,3,7],[7,3,5],[8,3,3],[9,3,2],[10,3,1],[11,3,1],[15,3,2],[16,3,1],[6,4,7],[7,4,5],[8,4,2],[9,4,17],[10,4,6],[11,4,1],[16,4,2],[6,5,7],[7,5,3],[8,5,3],[9,5,16],[10,5,4],[16,5,1],[17,5,1],[18,5,2],[6,6,7],[7,6,6],[8,6,8],[9,6,12],[16,6,1],[17,6,1],[18,6,3],[6,7,11],[7,7,9],[8,7,8],[9,7,11],[15,7,1],[18,7,3],[6,8,13],[7,8,6],[8,8,2],[9,8,15],[15,8,3],[16,8,1],[18,8,3],[6,9,15],[7,9,3],[8,9,4],[9,9,19],[15,9,3],[16,9,3],[18,9,2],[6,10,14],[7,10,2],[8,10,9],[9,10,13],[15,10,6],[16,10,1],[17,10,6],[18,10,2],[6,11,11],[7,11,4],[8,11,3],[9,11,12],[10,11,2],[15,11,4],[16,11,10],[17,11,6],[18,11,1],[6,12,15],[7,12,1],[8,12,1],[9,12,2],[10,12,12],[11,12,5],[12,12,4],[13,12,6],[14,12,4],[15,12,1],[16,12,12],[17,12,4],[26,12,1],[0,13,6],[1,13,6],[2,13,10],[3,13,6],[4,13,6],[5,13,17],[6,13,8],[7,13,5],[8,13,5],[9,13,6],[10,13,9],[11,13,17],[12,13,17],[13,13,18],[14,13,19],[15,13,15],[16,13,10],[17,13,6],[18,13,12],[19,13,11],[20,13,9],[21,13,9],[22,13,8],[23,13,5],[24,13,6],[25,13,6],[26,13,6],[27,13,6],[28,13,4],[2,14,18],[3,14,16],[4,14,21],[5,14,7],[6,14,3],[7,14,2],[8,14,1],[10,14,19],[11,14,17],[12,14,5],[13,14,3],[14,14,1],[15,14,1],[16,14,1],[17,14,4],[18,14,2],[19,14,3],[20,14,2],[21,14,2],[22,14,4],[27,14,2],[28,14,5],[2,15,9],[4,15,4],[27,15,1],[28,15,1],"
2019/3/1 13:56,"[10,1,1],[6,2,4],[7,2,1],[9,2,3],[6,3,4],[7,3,1],[8,3,4],[9,3,2],[10,3,1],[16,3,1],[18,3,4],[6,4,6],[7,4,4],[8,4,4],[9,4,9],[10,4,3],[11,4,1],[16,4,1],[17,4,2],[18,4,3],[6,5,9],[7,5,2],[8,5,5],[9,5,12],[10,5,2],[11,5,1],[16,5,2],[17,5,1],[18,5,1],[6,6,8],[7,6,4],[8,6,7],[9,6,15],[15,6,1],[17,6,1],[18,6,2],[6,7,11],[7,7,5],[8,7,6],[9,7,17],[15,7,1],[16,7,1],[18,7,3],[6,8,10],[7,8,8],[8,8,5],[9,8,13],[15,8,3],[16,8,1],[18,8,4],[6,9,12],[7,9,7],[8,9,1],[9,9,15],[15,9,6],[16,9,1],[17,9,1],[18,9,3],[6,10,12],[7,10,3],[8,10,11],[9,10,11],[15,10,12],[16,10,5],[17,10,6],[18,10,5],[6,11,8],[7,11,7],[8,11,5],[9,11,11],[15,11,5],[16,11,21],[17,11,9],[18,11,3],[6,12,12],[7,12,6],[8,12,2],[9,12,6],[10,12,14],[11,12,7],[12,12,5],[13,12,6],[14,12,5],[15,12,3],[16,12,18],[17,12,6],[0,13,3],[1,13,3],[2,13,6],[3,13,5],[4,13,3],[5,13,17],[6,13,10],[7,13,8],[8,13,9],[9,13,4],[10,13,10],[11,13,12],[12,13,14],[13,13,9],[14,13,16],[15,13,26],[16,13,7],[17,13,7],[18,13,11],[19,13,8],[20,13,6],[21,13,6],[22,13,5],[23,13,3],[24,13,3],[25,13,4],[26,13,3],[27,13,3],[1,14,1],[2,14,10],[3,14,12],[4,14,22],[5,14,12],[6,14,6],[7,14,5],[9,14,1],[10,14,15],[11,14,16],[12,14,8],[13,14,8],[14,14,6],[15,14,3],[16,14,4],[17,14,4],[18,14,5],[19,14,6],[20,14,2],[22,14,1],[27,14,4],[2,15,6],[4,15,4],[20,15,1],[27,15,4],"
2019/3/1 13:57,"[11,1,1],[7,2,1],[11,2,1],[17,2,1],[18,2,2],[6,3,2],[8,3,2],[9,3,3],[10,3,1],[17,3,3],[18,3,3],[6,4,3],[7,4,3],[8,4,2],[9,4,12],[10,4,6],[11,4,1],[16,4,1],[17,4,3],[18,4,2],[6,5,1],[7,5,6],[8,5,7],[9,5,21],[10,5,8],[11,5,3],[15,5,1],[16,5,3],[18,5,4],[6,6,5],[7,6,3],[8,6,4],[9,6,19],[15,6,1],[16,6,3],[17,6,1],[18,6,2],[6,7,7],[7,7,3],[8,7,4],[9,7,15],[15,7,6],[17,7,2],[18,7,3],[6,8,9],[7,8,5],[8,8,2],[9,8,16],[15,8,6],[17,8,1],[18,8,5],[6,9,10],[7,9,4],[8,9,5],[9,9,20],[15,9,8],[16,9,3],[17,9,1],[18,9,8],[6,10,11],[7,10,7],[8,10,11],[9,10,13],[15,10,5],[16,10,1],[17,10,6],[18,10,7],[6,11,12],[7,11,6],[8,11,5],[9,11,17],[10,11,1],[15,11,3],[16,11,21],[17,11,11],[18,11,1],[6,12,13],[7,12,2],[9,12,8],[10,12,16],[11,12,5],[12,12,1],[13,12,2],[14,12,1],[15,12,1],[16,12,19],[17,12,8],[18,12,1],[22,12,1],[23,12,1],[24,12,2],[25,12,2],[26,12,2],[27,12,1],[0,13,5],[1,13,5],[2,13,5],[3,13,4],[4,13,3],[5,13,10],[6,13,3],[7,13,5],[8,13,6],[9,13,9],[10,13,12],[11,13,11],[12,13,14],[13,13,17],[14,13,20],[15,13,19],[16,13,7],[17,13,6],[18,13,8],[19,13,7],[20,13,5],[21,13,6],[22,13,7],[23,13,4],[24,13,3],[25,13,3],[26,13,4],[27,13,6],[28,13,3],[2,14,12],[3,14,12],[4,14,18],[5,14,7],[6,14,3],[7,14,1],[8,14,1],[10,14,23],[11,14,22],[12,14,12],[13,14,10],[14,14,6],[15,14,4],[16,14,2],[17,14,1],[18,14,2],[19,14,1],[20,14,3],[21,14,1],[22,14,3],[27,14,2],[28,14,3],[2,15,8],[4,15,3],[27,15,1],[28,15,1],"
2019/3/1 13:58,"[6,2,2],[7,2,2],[8,2,3],[9,2,2],[15,2,1],[16,2,1],[17,2,2],[6,3,2],[7,3,2],[8,3,4],[15,3,1],[16,3,3],[17,3,2],[18,3,1],[6,4,7],[7,4,3],[8,4,3],[9,4,12],[10,4,3],[15,4,3],[16,4,2],[18,4,4],[6,5,10],[7,5,3],[8,5,4],[9,5,15],[10,5,2],[11,5,2],[15,5,2],[18,5,4],[6,6,6],[7,6,3],[8,6,4],[9,6,18],[15,6,2],[16,6,1],[17,6,1],[18,6,3],[6,7,7],[7,7,4],[8,7,5],[9,7,19],[15,7,4],[16,7,2],[18,7,4],[6,8,9],[7,8,2],[8,8,4],[9,8,22],[15,8,3],[16,8,2],[17,8,2],[18,8,5],[6,9,14],[7,9,5],[8,9,5],[9,9,23],[15,9,6],[16,9,1],[17,9,3],[18,9,7],[6,10,16],[7,10,3],[8,10,11],[9,10,16],[11,10,1],[15,10,8],[16,10,3],[17,10,3],[18,10,3],[6,11,15],[7,11,5],[8,11,2],[9,11,18],[10,11,2],[15,11,2],[16,11,15],[17,11,3],[18,11,1],[6,12,24],[7,12,6],[8,12,1],[9,12,7],[10,12,10],[11,12,4],[12,12,1],[13,12,2],[14,12,5],[15,12,3],[16,12,13],[17,12,3],[19,12,1],[20,12,2],[21,12,1],[22,12,1],[23,12,1],[24,12,1],[25,12,2],[26,12,1],[0,13,9],[1,13,9],[2,13,7],[3,13,5],[4,13,7],[5,13,16],[6,13,5],[7,13,2],[8,13,5],[9,13,5],[10,13,13],[11,13,16],[12,13,12],[13,13,12],[14,13,12],[15,13,19],[16,13,13],[17,13,8],[18,13,10],[19,13,9],[20,13,8],[21,13,10],[22,13,9],[23,13,4],[24,13,4],[25,13,3],[26,13,3],[27,13,2],[28,13,1],[2,14,14],[3,14,21],[4,14,24],[5,14,7],[6,14,2],[7,14,1],[8,14,1],[9,14,2],[10,14,19],[11,14,23],[12,14,4],[13,14,2],[14,14,1],[16,14,1],[17,14,2],[18,14,1],[19,14,2],[20,14,2],[22,14,2],[25,14,1],[27,14,2],[2,15,7],[4,15,9],"
2019/3/1 13:59,"[3,2,1],[4,2,3],[5,2,5],[6,2,9],[7,2,7],[8,2,5],[9,2,2],[17,2,1],[18,2,1],[4,3,1],[5,3,4],[6,3,14],[7,3,8],[8,3,6],[9,3,4],[15,3,2],[16,3,3],[17,3,2],[18,3,4],[6,4,6],[7,4,4],[8,4,12],[9,4,18],[10,4,10],[11,4,4],[15,4,4],[17,4,4],[18,4,8],[6,5,11],[7,5,6],[8,5,10],[9,5,20],[10,5,4],[11,5,2],[15,5,6],[16,5,2],[17,5,4],[18,5,4],[5,6,1],[6,6,20],[7,6,6],[8,6,9],[9,6,19],[15,6,11],[16,6,5],[18,6,4],[5,7,1],[6,7,19],[7,7,9],[8,7,6],[9,7,20],[15,7,12],[16,7,4],[17,7,2],[18,7,1],[6,8,18],[7,8,8],[8,8,4],[9,8,21],[15,8,12],[16,8,2],[17,8,1],[18,8,5],[6,9,21],[7,9,10],[8,9,9],[9,9,19],[15,9,15],[16,9,3],[17,9,2],[18,9,7],[6,10,15],[7,10,7],[8,10,10],[9,10,21],[10,10,2],[15,10,16],[16,10,3],[17,10,12],[18,10,2],[6,11,17],[7,11,5],[8,11,6],[9,11,34],[10,11,27],[11,11,1],[15,11,3],[16,11,37],[17,11,16],[18,11,4],[6,12,20],[7,12,1],[9,12,7],[10,12,15],[11,12,7],[12,12,4],[13,12,2],[14,12,1],[15,12,2],[16,12,20],[17,12,6],[18,12,1],[19,12,2],[20,12,1],[21,12,1],[22,12,2],[23,12,3],[24,12,3],[25,12,1],[0,13,7],[1,13,7],[2,13,7],[3,13,5],[4,13,5],[5,13,17],[6,13,14],[7,13,6],[8,13,4],[9,13,4],[10,13,11],[11,13,13],[12,13,13],[13,13,14],[14,13,20],[15,13,19],[16,13,11],[17,13,11],[18,13,15],[19,13,10],[20,13,9],[21,13,6],[22,13,8],[23,13,3],[24,13,5],[25,13,6],[26,13,6],[27,13,6],[28,13,3],[1,14,1],[2,14,15],[3,14,12],[4,14,18],[5,14,2],[6,14,3],[7,14,2],[8,14,1],[9,14,3],[10,14,15],[11,14,16],[12,14,8],[13,14,8],[14,14,4],[15,14,5],[16,14,2],[17,14,2],[18,14,3],[19,14,3],[21,14,4],[22,14,8],[25,14,1],[27,14,3],[28,14,2],[2,15,10],[4,15,4],[28,15,1],"
2019/3/1 14:00,"[2,2,5],[3,2,14],[4,2,15],[5,2,21],[6,2,24],[7,2,3],[8,2,3],[16,2,1],[18,2,1],[19,2,1],[2,3,6],[3,3,11],[4,3,15],[5,3,28],[6,3,43],[7,3,17],[8,3,7],[9,3,7],[16,3,3],[18,3,1],[2,4,1],[3,4,2],[4,4,6],[5,4,6],[6,4,42],[7,4,14],[8,4,13],[9,4,18],[10,4,6],[11,4,1],[15,4,6],[16,4,6],[17,4,7],[18,4,8],[3,5,1],[4,5,3],[5,5,7],[6,5,45],[7,5,31],[8,5,14],[9,5,24],[10,5,7],[11,5,3],[15,5,10],[16,5,14],[17,5,3],[18,5,22],[2,6,3],[3,6,11],[4,6,19],[5,6,28],[6,6,62],[7,6,25],[8,6,22],[9,6,16],[15,6,13],[16,6,16],[17,6,5],[18,6,27],[2,7,1],[3,7,7],[4,7,23],[5,7,33],[6,7,78],[7,7,32],[8,7,11],[9,7,21],[15,7,36],[16,7,5],[17,7,4],[18,7,32],[3,8,2],[4,8,3],[5,8,9],[6,8,66],[7,8,28],[8,8,20],[9,8,21],[15,8,39],[16,8,6],[17,8,3],[18,8,28],[2,9,3],[3,9,6],[4,9,13],[5,9,21],[6,9,49],[7,9,38],[8,9,24],[9,9,25],[15,9,47],[16,9,8],[18,9,30],[6,10,24],[7,10,9],[8,10,38],[9,10,47],[10,10,2],[15,10,55],[16,10,5],[17,10,43],[18,10,11],[6,11,18],[7,11,2],[8,11,8],[9,11,97],[10,11,45],[11,11,2],[15,11,9],[16,11,132],[17,11,24],[18,11,1],[6,12,16],[7,12,2],[8,12,1],[9,12,7],[10,12,28],[11,12,17],[12,12,25],[13,12,34],[14,12,50],[15,12,64],[16,12,90],[17,12,6],[18,12,5],[19,12,5],[20,12,4],[21,12,4],[22,12,1],[23,12,2],[24,12,1],[25,12,1],[26,12,1],[0,13,13],[1,13,13],[2,13,10],[3,13,7],[4,13,3],[5,13,15],[6,13,5],[7,13,2],[8,13,2],[9,13,3],[10,13,12],[11,13,20],[12,13,18],[13,13,19],[14,13,16],[15,13,18],[16,13,13],[17,13,11],[18,13,13],[19,13,15],[20,13,18],[21,13,19],[22,13,20],[23,13,15],[24,13,13],[25,13,13],[26,13,7],[27,13,7],[28,13,1],[2,14,14],[3,14,13],[4,14,21],[5,14,3],[6,14,1],[7,14,2],[8,14,1],[10,14,46],[11,14,34],[12,14,6],[13,14,8],[14,14,5],[15,14,7],[16,14,6],[17,14,8],[18,14,6],[19,14,5],[20,14,2],[22,14,2],[27,14,2],[2,15,5],[4,15,6],[28,15,1],"
